freq,c_resid,terrtypo,nace_r2,unit,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,DOM,DEG2,I551-I553,NR,EL42	748618 	755825 	993467 	905442 	1077606 	1108918 	1286668 	1294941 	460852 	743987 	1198718 	909951 	1055428 
A,DOM,DEG2,I551-I553,NR,EL43	478387 	505771 	655461 	642933 	686472 	613959 	410642 	441898 	245508 	301743 	439960 	538567 	692540 
A,DOM,DEG2,I551-I553,NR,EL5	585796 	649132 	708422 	690688 	712168 	750374 	1179059 	1225240 	695109 	686668 	1009061 	1235482 	1296430 
A,DOM,DEG2,I551-I553,NR,EL51	65084 	79106 	98068 	97149 	96739 	105027 	370967 	348255 	269728 	242719 	347499 	380905 	375908 
A,DOM,DEG2,I551-I553,NR,EL52	234052 	255079 	280422 	290388 	312591 	327790 	450938 	480822 	233329 	233112 	354676 	454681 	504132 
A,DOM,DEG2,I551-I553,NR,EL53	119158 	136321 	127630 	99865 	91973 	97974 	198062 	199033 	104498 	120123 	176353 	200387 	202818 
A,DOM,DEG2,I551-I553,NR,EL54	167502 	178626 	202302 	203286 	210865 	219583 	159092 	197130 	87554 	90714 	130533 	199509 	213572 
A,DOM,DEG2,I551-I553,NR,EL6	1281197 	1302089 	1368473 	1392284 	1481904 	1474144 	1881611 	2060732 	1024739 	1245114 	1836394 	2116081 	2205755 
A,DOM,DEG2,I551-I553,NR,EL61	204592 	207455 	224628 	309591 	325892 	384863 	292465 	274471 	103942 	107775 	178752 	256025 	251892 
A,DOM,DEG2,I551-I553,NR,EL62	329457 	309812 	264936 	250565 	297194 	276947 	390487 	408229 	175684 	330793 	455910 	544495 	638072 
A,DOM,DEG2,I551-I553,NR,EL63	284288 	278869 	289793 	240480 	247828 	214228 	234131 	306480 	175092 	162824 	267287 	281693 	269227 
A,DOM,DEG2,I551-I553,NR,EL64	202461 	233227 	247980 	257395 	268930 	274097 	371780 	339938 	167749 	214141 	287020 	337914 	349774 
A,DOM,DEG2,I551-I553,NR,EL65	260399 	272726 	341136 	334253 	342060 	324009 	592748 	731614 	402272 	429581 	647425 	695954 	696790 
A,DOM,DEG2,I551-I553,NR,ES	44822143 	43840057 	44855204 	47437143 	49927553 	61801551 	62183607 	64950922 	32107760 	57218325 	67878270 	67969619 	68664650 
A,DOM,DEG2,I551-I553,NR,ES1	2546427 	2572006 	2630977 	2734771 	2907319 	5171590 	5010145 	5139511 	2946428 	4533117 	5690435 	5885382 	5988316 
A,DOM,DEG2,I551-I553,NR,ES11	1529672 	1516332 	1531059 	1565305 	1699088 	3695387 	3425766 	3544586 	1936281 	3210625 	3952916 	4055251 	4109583 
A,DOM,DEG2,I551-I553,NR,ES12	284346 	275997 	249269 	248620 	293345 	598352 	545352 	589747 	401271 	522515 	683153 	723206 	669602 
A,DOM,DEG2,I551-I553,NR,ES13	732409 	779677 	850650 	920846 	914886 	877852 	1039027 	1005177 	608876 	799976 	1054366 	1106924 	1209130 
A,DOM,DEG2,I551-I553,NR,ES2	1495875 	1540136 	1640153 	1839493 	2055595 	3027827 	3081761 	3019743 	1519266 	2429514 	3070584 	3142998 	3034282 
A,DOM,DEG2,I551-I553,NR,ES21	701882 	706004 	760717 	874638 	964328 	951253 	1027257 	1064439 	541967 	950343 	1134011 	1210157 	1087414 
A,DOM,DEG2,I551-I553,NR,ES22	185908 	207550 	224280 	221524 	268539 	285967 	310054 	269235 	170003 	274571 	347965 	305275 	234994 
A,DOM,DEG2,I551-I553,NR,ES23	164301 	150897 	156933 	183917 	190728 	293480 	282470 	285692 	121439 	215307 	279310 	300278 	286446 
A,DOM,DEG2,I551-I553,NR,ES24	443784 	475685 	498223 	559414 	632000 	1497127 	1461980 	1400376 	685856 	989294 	1309298 	1327288 	1425429 
A,DOM,DEG2,I551-I553,NR,ES3	817122 	627772 	632924 	777192 	856582 	1095582 	1168449 	1259459 	584937 	1180765 	1313790 	1188455 	1275757 
A,DOM,DEG2,I551-I553,NR,ES30	817122 	627772 	632924 	777192 	856582 	1095582 	1168449 	1259459 	584937 	1180765 	1313790 	1188455 	1275757 
A,DOM,DEG2,I551-I553,NR,ES4	1904697 	1912720 	2014453 	2309857 	2501780 	3308412 	3433075 	3552699 	1632812 	2602124 	3326957 	3611459 	3719476 
A,DOM,DEG2,I551-I553,NR,ES41	1301738 	1332638 	1409236 	1659365 	1742245 	1817042 	1880216 	1948545 	819518 	1364045 	1748299 	1884889 	1952499 
A,DOM,DEG2,I551-I553,NR,ES42	397071 	398592 	423740 	434673 	505170 	823036 	874708 	891797 	483255 	729149 	883706 	948868 	920089 
A,DOM,DEG2,I551-I553,NR,ES43	205887 	181489 	181477 	215820 	254365 	668334 	678151 	712357 	330040 	508930 	694952 	777703 	846887 
A,DOM,DEG2,I551-I553,NR,ES5	20028032 	19495176 	20545617 	22215959 	23540612 	27289698 	26850963 	27979359 	13764380 	25398095 	29780575 	29447365 	29561350 
A,DOM,DEG2,I551-I553,NR,ES51	11672764 	11054374 	12279749 	13401772 	14145100 	15668868 	15379740 	15603418 	7893099 	14557758 	17313863 	17146982 	17170065 
A,DOM,DEG2,I551-I553,NR,ES52	6536608 	6708383 	6701668 	7095453 	7817659 	7478950 	7439604 	8307423 	4347773 	7389960 	7878052 	7787600 	7585937 
A,DOM,DEG2,I551-I553,NR,ES53	1818660 	1732419 	1564200 	1718734 	1577853 	4141881 	4031619 	4068518 	1523508 	3450377 	4588660 	4512783 	4805348 
A,DOM,DEG2,I551-I553,NR,ES6	9633430 	9624504 	9933082 	10146618 	10426310 	14145025 	14718492 	15543961 	7727765 	13574262 	16008861 	16233087 	16622785 
A,DOM,DEG2,I551-I553,NR,ES61	8746454 	8766799 	9040251 	9196573 	9436192 	12503778 	13049848 	13882861 	6968913 	12163729 	14366083 	14491425 	14853435 
A,DOM,DEG2,I551-I553,NR,ES62	886977 	857704 	892831 	950044 	990118 	1641247 	1668644 	1661100 	758852 	1410533 	1642779 	1741662 	1769350 
A,DOM,DEG2,I551-I553,NR,ES63	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,DEG2,I551-I553,NR,ES64	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,DEG2,I551-I553,NR,ES7	8396559 	8067742 	7457998 	7413253 	7639356 	7763417 	7920722 	8456191 	3932172 	7500448 	8687067 	8460875 	8462684 
A,DOM,DEG2,I551-I553,NR,ES70	8396559 	8067742 	7457998 	7413253 	7639356 	7763417 	7920722 	8456191 	3932172 	7500448 	8687067 	8460875 	8462684 
A,DOM,DEG2,I551-I553,NR,EU25	: 	: 	439754906 e	458682356 	468741209 	518983074 e	532697819 e	547876850 e	: 	: 	: 	: 	: 
A,DOM,DEG2,I551-I553,NR,EU27_2007	449369893 e	450806900 	448230432 e	468292311 	479277322 	530493796 e	544092759 e	559898943 e	: 	: 	: 	: 	: 
A,DOM,DEG2,I551-I553,NR,EU27_2020	393769501 e	395585490 	400088794 	418221348 	428384444 	475592565 e	488826604 e	502764479 	337304084 e	428558376 	505460387 	534642347 	548759246 
A,DOM,DEG2,I551-I553,NR,EU28	450702162 e	452217490 	449679794 e	469917348 	480956804 	532224736 e	546583474 e	562603781 e	: 	: 	: 	: 	: 
A,DOM,DEG2,I551-I553,NR,FI	3241443 	3379213 	3254156 	3326943 	3377838 	3408927 	3503907 	3583259 	3188261 	4049700 	4388482 	4415493 	4856217 
A,DOM,DEG2,I551-I553,NR,FI1	3148512 	3282069 	3166986 	3229519 	3274113 	3305247 	3400141 	3478043 	3118546 	3929452 	4246321 	4284018 	4724451 
A,DOM,DEG2,I551-I553,NR,FI19	880317 	863349 	826405 	834951 	806690 	819128 	846351 	827617 	645793 	865813 	944310 	965416 	970104 
A,DOM,DEG2,I551-I553,NR,FI1B	289880 	340044 	329847 	348040 	332462 	360880 	395847 	425421 	343511 	417398 	458906 	481228 	481852 
A,DOM,DEG2,I551-I553,NR,FI1C	829051 	776904 	770324 	779561 	853407 	842974 	888879 	875297 	1079505 	1351822 	1493345 	1531648 	1470288 
A,DOM,DEG2,I551-I553,NR,FI1D	1149264 	1301772 	1240410 	1266967 	1281554 	1282265 	1269064 	1349708 	1049737 	1294419 	1349760 	1305726 	1802207 
A,DOM,DEG2,I551-I553,NR,FI2	92931 	97144 	87170 	97424 	103725 	103680 	103766 	105216 	69715 	120248 	142161 	131475 	131766 
A,DOM,DEG2,I551-I553,NR,FI20	92931 	97144 	87170 	97424 	103725 	103680 	103766 	105216 	69715 	120248 	142161 	131475 	131766 
A,DOM,DEG2,I551-I553,NR,FR	67366843 	67554848 	66190410 	68139132 	67897808 	71978921 	73007738 	74422903 	50438542 e	64305019 e	: @C	: @C	98996253 
A,DOM,DEG2,I551-I553,NR,FR1	5380917 	5026814 	4999060 	5286560 	5286142 	6109434 	6190284 	6386890 	4039410 e	5366684 e	6034302 	2531101 	2506540 
A,DOM,DEG2,I551-I553,NR,FR10	5380917 	5026814 	4999060 	5286560 	5286142 	6109434 	6190284 	6386890 	4039410 e	5366684 e	6034302 	2531101 	2506540 
A,DOM,DEG2,I551-I553,NR,FRB	: 	: 	: 	: 	: 	1765736 	1824476 	1895415 	1154034 e	1502797 e	1964729 	2305828 	2249592 
A,DOM,DEG2,I551-I553,NR,FRB0	: 	: 	: 	: 	: 	1765736 	1824476 	1895415 	1154034 e	1502797 e	1964729 	2305828 	2249592 
A,DOM,DEG2,I551-I553,NR,FRC	: 	: 	: 	: 	: 	1967761 	1958871 	1968845 	1247137 e	1564333 e	2024742 	2538102 	2439600 
A,DOM,DEG2,I551-I553,NR,FRC1	: 	: 	: 	: 	: 	1448043 	1456238 	1454122 	918385 e	1162265 e	1451764 	1878482 	1782354 
A,DOM,DEG2,I551-I553,NR,FRC2	: 	: 	: 	: 	: 	519719 	502634 	514724 	328752 e	402068 e	572978 	659620 	657246 
A,DOM,DEG2,I551-I553,NR,FRD	: 	: 	: 	: 	: 	3399480 	3527211 	3684085 	2452898 e	3010638 e	3860749 	4808859 	4567028 
A,DOM,DEG2,I551-I553,NR,FRD1	: 	: 	: 	: 	: 	2677375 	2801274 	2910457 	1977533 e	2438763 e	3088967 	3691936 	3479168 
A,DOM,DEG2,I551-I553,NR,FRD2	: 	: 	: 	: 	: 	722105 	725937 	773628 	475365 e	571875 e	771782 	1116923 	1087860 
A,DOM,DEG2,I551-I553,NR,FRE	: 	: 	: 	: 	: 	1772655 	1867090 	1920234 	1138570 e	1415293 e	2023833 	4084022 	4011587 
A,DOM,DEG2,I551-I553,NR,FRE1	: 	: 	: 	: 	: 	978575 	1027516 	1057532 	643744 e	778915 e	1128581 	2432778 	2391302 
A,DOM,DEG2,I551-I553,NR,FRE2	: 	: 	: 	: 	: 	794080 	839574 	862702 	494825 e	636379 e	895251 	1651244 	1620286 
A,DOM,DEG2,I551-I553,NR,FRF	: 	: 	: 	: 	: 	3477465 	3477896 	3496165 	2111032 e	2649784 e	3382587 	4634229 	4459375 
A,DOM,DEG2,I551-I553,NR,FRF1	: 	: 	: 	: 	: 	948139 	1012387 	1023117 	591930 e	782500 e	942606 	2010457 	1980250 
A,DOM,DEG2,I551-I553,NR,FRF2	: 	: 	: 	: 	: 	569687 	534521 	536048 	319738 e	413248 e	533698 	965814 	933586 
A,DOM,DEG2,I551-I553,NR,FRF3	: 	: 	: 	: 	: 	1959639 	1930988 	1937000 	1199363 e	1454037 e	1906284 	1657958 	1545538 
A,DOM,DEG2,I551-I553,NR,FRG	: 	: 	: 	: 	: 	5854907 	6006844 	6235352 	4245765 e	5373741 e	6601601 	10097396 	9708287 
A,DOM,DEG2,I551-I553,NR,FRG0	: 	: 	: 	: 	: 	5854907 	6006844 	6235352 	4245765 e	5373741 e	6601601 	10097396 	9708287 
A,DOM,DEG2,I551-I553,NR,FRH	: 	: 	: 	: 	: 	4229821 	4251696 	4459091 	3225153 e	3837218 e	4766800 	6793113 	6693119 
A,DOM,DEG2,I551-I553,NR,FRH0	: 	: 	: 	: 	: 	4229821 	4251696 	4459091 	3225153 e	3837218 e	4766800 	6793113 	6693119 
A,DOM,DEG2,I551-I553,NR,FRI	: 	: 	: 	: 	: 	8052494 	8139439 	8311591 	5688942 e	7304831 e	8310281 	14954919 	15132447 
A,DOM,DEG2,I551-I553,NR,FRI1	: 	: 	: 	: 	: 	6166055 	6234412 	6344776 	4335575 e	5593107 e	6291603 	9237703 	9315150 
A,DOM,DEG2,I551-I553,NR,FRI2	: 	: 	: 	: 	: 	141487 u	138709 	149541 	97494 e	112412 e	130659 	414228 	409424 
A,DOM,DEG2,I551-I553,NR,FRI3	: 	: 	: 	: 	: 	1744953 	1766318 	1817274 	1255873 e	1599311 e	1888020 	5302989 	5407873 
A,DOM,DEG2,I551-I553,NR,FRJ	: 	: 	: 	: 	: 	14215824 	14542829 	14845291 	10269121 e	14041803 e	15785099 	20620987 	20183962 
A,DOM,DEG2,I551-I553,NR,FRJ1	: 	: 	: 	: 	: 	11210862 	11389151 	11554702 	8464422 e	11527965 e	12804288 	17219581 	16784459 
A,DOM,DEG2,I551-I553,NR,FRJ2	: 	: 	: 	: 	: 	3004963 	3153678 	3290589 	1804699 e	2513837 e	2980811 	3401406 	3399503 
A,DOM,DEG2,I551-I553,NR,FRK	: 	: 	: 	: 	: 	8376988 	8323195 	8458352 	6033850 e	6956985 e	8997299 	10493520 	10258637 
A,DOM,DEG2,I551-I553,NR,FRK1	: 	: 	: 	: 	: 	1286061 	1285129 	1352128 	867558 e	1100862 e	1328664 	1499920 	1479225 
A,DOM,DEG2,I551-I553,NR,FRK2	: 	: 	: 	: 	: 	7090927 	7038066 	7106224 	5166292 e	5856123 e	7668636 	8993600 	8779412 
A,DOM,DEG2,I551-I553,NR,FRL	: 	: 	: 	: 	: 	9918858 	9896275 	9627348 	6886227 e	8747493 e	10029637 	11674046 	11770779 
A,DOM,DEG2,I551-I553,NR,FRL0	: 	: 	: 	: 	: 	9918858 	9896275 	9627348 	6886227 e	8747493 e	10029637 	11674046 	11770779 
A,DOM,DEG2,I551-I553,NR,FRM	: 	: 	: 	: 	: 	1199869 	1182096 	1192961 	907775 e	1254676 e	1352405 	2375276 	2509552 
A,DOM,DEG2,I551-I553,NR,FRM0	: 	: 	: 	: 	: 	1199869 	1182096 	1192961 	907775 e	1254676 e	1352405 	2375276 	2509552 
A,DOM,DEG2,I551-I553,NR,FRY	: 	: 	: 	: 	: 	1637628 	1819535 	1941282 	1038626 e	1278743 e	: @C	: @C	2505747 
A,DOM,DEG2,I551-I553,NR,FRY1	: 	: 	: 	: 	: 	: @C	526790 	537830 	277291 e	313804 e	513269 	916210 	881771 
A,DOM,DEG2,I551-I553,NR,FRY2	: 	: 	: 	: 	: 	: @C	60544 	53659 	23832 e	33181 e	39651 u	331738 	304365 
A,DOM,DEG2,I551-I553,NR,FRY3	: 	: 	: 	: 	: 	271133 u	278790 	328610 	167289 e	207905 e	337685 	161726 	167269 
A,DOM,DEG2,I551-I553,NR,FRY4	: 	: 	: 	: 	: 	814195 	928300 	989708 	552067 e	699052 e	1123873 	1113033 	1097244 
A,DOM,DEG2,I551-I553,NR,FRY5	: 	: 	: 	: 	: 	: @C	25110 	31474 	18147 e	24802 e	: @C	: @C	55097 u
A,DOM,DEG2,I551-I553,NR,HR	1438389 	1410590 	1449362 	1625037 	1679482 	1730940 	2490715 	2704838 	1861795 	2688139 	2968146 	3126642 	3191634 
A,DOM,DEG2,I551-I553,NR,HR0	1438389 	1410590 	1449362 	1625037 	1679482 	1730940 	2490715 	2704838 	1861795 	2688139 	2968146 	3126642 	3191634 
A,DOM,DEG2,I551-I553,NR,HR02	: 	: 	: 	: 	: 	: 	234604 	232303 	105675 	131948 	203795 	238066 	274380 
A,DOM,DEG2,I551-I553,NR,HR03	1229905 	1198577 	1221248 	1346825 	1382237 	1378013 	2102429 	2306128 	1658137 	2407919 	2586637 	2695064 	2730371 
A,DOM,DEG2,I551-I553,NR,HR05	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 
A,DOM,DEG2,I551-I553,NR,HR06	: 	: 	: 	: 	: 	: 	153682 	166407 	97983 	148272 	177714 	193512 	186883 
A,DOM,DEG2,I551-I553,NR,HU	2079374 	4830373 	5416575 	5668234 	5905549 	7309765 	7584908 	7650816 	4432449 	4737061 	6400106 	6151589 	7201691 
A,DOM,DEG2,I551-I553,NR,HU1	274039 	313115 	388703 	380754 	414264 	474049 	520321 	532341 	261211 	351009 	469789 	439682 	709979 
A,DOM,DEG2,I551-I553,NR,HU11	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,DOM,DEG2,I551-I553,NR,HU12	: 	: 	: 	380754 	414264 	474049 	520321 	532341 	261211 	351009 	469789 	439682 	709979 
A,DOM,DEG2,I551-I553,NR,HU2	903361 	2510159 	2753135 	2869297 	2975386 	3972311 	4137872 	4255042 	2586408 	2712714 	3729311 	3559460 	3972755 
A,DOM,DEG2,I551-I553,NR,HU21	470810 	841781 	968837 	993179 	1031496 	1542374 	1634249 	1733643 	1091623 	1064823 	1534295 	1502616 	1724861 
A,DOM,DEG2,I551-I553,NR,HU22	422120 	858943 	867207 	905610 	929045 	1487003 	1529768 	1517872 	811184 	916156 	1235611 	1181041 	1318072 
A,DOM,DEG2,I551-I553,NR,HU23	10431 	809435 	917091 	970508 	1014845 	942934 	973855 	1003527 	683601 	731735 	959405 	875803 	929822 
A,DOM,DEG2,I551-I553,NR,HU3	901974 	2007099 	2274737 	2418183 	2515899 	2863405 	2926715 	2863433 	1584830 	1673338 	2201006 	2152447 	2518957 
A,DOM,DEG2,I551-I553,NR,HU31	65686 	614846 	709051 	766802 	793072 	878201 	897605 	877222 	338688 	326144 	509588 	537985 	824047 
A,DOM,DEG2,I551-I553,NR,HU32	413012 	751548 	804267 	868637 	909508 	938080 	982511 	974850 	631559 	675273 	836030 	775112 	820536 
A,DOM,DEG2,I551-I553,NR,HU33	423276 	640705 	761419 	782744 	813319 	1047124 	1046599 	1011361 	614583 	671921 	855388 	839350 	874374 
A,DOM,DEG2,I551-I553,NR,IE	: 	5078237 	5054025 e	5119057 e	4220932 e	: 	5540861 e	5933729 e	3444907 e	4090654 e	1797186 	2308014 	2490797 
A,DOM,DEG2,I551-I553,NR,IE0	: 	5078237 	5054025 e	5119057 e	4220932 e	: 	5540861 e	5933729 e	3444907 e	4090654 e	1797186 	2308014 	2490797 
A,DOM,DEG2,I551-I553,NR,IE04	: 	: 	: 	: 	: 	: 	1538423 e	1297001 e	1048231 e	934068 e	0 	299357 	394583 
A,DOM,DEG2,I551-I553,NR,IE05	: 	: 	: 	: 	: 	: 	2878474 e	3325929 e	1835367 e	2788924 e	331405 	1032405 	865544 
A,DOM,DEG2,I551-I553,NR,IE06	: 	: 	: 	: 	: 	: 	1123964 e	1310799 e	561309 e	367662 e	1465781 	976252 	1230670 
A,DOM,DEG2,I551-I553,NR,IS	240320 	232517 	257720 	274860 	285643 	: 	: 	315692 	393617 	578012 	487071 	497421 	: 
A,DOM,DEG2,I551-I553,NR,IS0	240320 	232517 	257720 	274860 	285643 	: 	: 	315692 	393617 	578012 	487071 	497421 	: 
A,DOM,DEG2,I551-I553,NR,IS00	240320 	232517 	257720 	274860 	285643 	: 	: 	315692 	393617 	578012 	487071 	497421 	: 
A,DOM,DEG2,I551-I553,NR,IT	81068637 	76606602 	75826448 	78782676 	79348119 	99240954 	99537355 	99347869 	68021910 	89717850 	98094602 	98231118 	97590890 
A,DOM,DEG2,I551-I553,NR,ITC	14431587 	13334705 	13569095 	14428965 	14442020 	14980314 	14656370 	14449160 	9430128 	12247317 	14168778 	13876185 	13636357 
A,DOM,DEG2,I551-I553,NR,ITC1	2520670 	2461058 	2506527 	2704570 	2675144 	2733249 	2717532 	2522288 	1447718 	1898154 	2245259 	2326735 	2269381 
A,DOM,DEG2,I551-I553,NR,ITC2	302438 	285824 	266325 	272979 	309843 	325535 	326501 	324914 	228996 	224909 	353242 	389724 	379831 
A,DOM,DEG2,I551-I553,NR,ITC3	6515997 	5868953 	6112354 	6395751 	6650929 	6954422 	6665367 	6628805 	4713711 	5615803 	6324107 	6337633 	6176377 
A,DOM,DEG2,I551-I553,NR,ITC4	5092482 	4718870 	4683889 	5055665 	4806104 	4967108 	4946970 	4973153 	3039703 	4508451 	5246170 	4822093 	4810768 
A,DOM,DEG2,I551-I553,NR,ITF	15301470 	14253018 	13852872 	14102868 	14105937 	21876614 	21822782 	21326261 	14270416 	19232865 	20258667 	20867664 	20873160 
A,DOM,DEG2,I551-I553,NR,ITF1	4444902 	4283747 	3984773 	3959716 	3877688 	4254844 	4321889 	4230992 	2846647 	3849958 	4212770 	4438282 	4541129 
A,DOM,DEG2,I551-I553,NR,ITF2	175650 	170325 	161719 	187622 	189933 	249954 	230978 	216865 	196014 	249126 	226874 	269621 	239996 
A,DOM,DEG2,I551-I553,NR,ITF3	5485494 	4891048 	5053728 	5127053 	5221160 	4939636 	4836935 	4897811 	2878178 	4002519 	4395379 	4606325 	4364360 
A,DOM,DEG2,I551-I553,NR,ITF4	2290455 	2175458 	2109429 	2105042 	2204929 	8168940 	8027603 	8075689 	6157501 	8210039 	8328819 	8287719 	8347807 
A,DOM,DEG2,I551-I553,NR,ITF5	146702 	146713 	120752 	153677 	161483 	787052 	705503 	708935 	372949 	475109 	527423 	621946 	603591 
A,DOM,DEG2,I551-I553,NR,ITF6	2758267 	2585727 	2422471 	2569758 	2450744 	3476188 	3699874 	3195969 	1819127 	2446114 	2567402 	2643771 	2776277 
A,DOM,DEG2,I551-I553,NR,ITG	4382172 	4086468 	4134887 	4084447 	4048775 	7329118 	7424617 	7437647 	5228502 	7183082 	8411070 	8132422 	8237237 
A,DOM,DEG2,I551-I553,NR,ITG1	3368165 	3219189 	3216674 	3094399 	2947615 	4332207 	4356444 	4291777 	3113282 	4176703 	4962942 	4958258 	5037190 
A,DOM,DEG2,I551-I553,NR,ITG2	1014007 	867279 	918213 	990048 	1101160 	2996911 	3068173 	3145870 	2115220 	3006379 	3448128 	3174164 	3200047 
A,DOM,DEG2,I551-I553,NR,ITH	29864176 	28174627 	27229181 	28513829 	29148665 	34794318 	35239290 	35157523 	25169364 	32804599 	34462145 	34137152 	34018868 
A,DOM,DEG2,I551-I553,NR,ITH1	1517632 	1412120 	1303010 	1397052 	1468419 	1533583 	1539259 	1505426 	1172210 	1304150 	1566376 	1547599 	1542995 
A,DOM,DEG2,I551-I553,NR,ITH2	1034784 	984245 	935197 	1034526 	1048765 	1618474 	1684785 	1643362 	1267770 	1418320 	1701046 	1679335 	1641164 
A,DOM,DEG2,I551-I553,NR,ITH3	10060254 	9484047 	9521773 	9923243 	10083577 	11979557 	12136475 	12327309 	9507620 	12407056 	11896623 	11984153 	11753783 
A,DOM,DEG2,I551-I553,NR,ITH4	2903965 	2307622 	2142167 	2208501 	2216797 	2275345 	2270158 	2281515 	1788290 	2291960 	2453406 	2378544 	2294135 
A,DOM,DEG2,I551-I553,NR,ITH5	14347541 	13986593 	13327034 	13950507 	14331107 	17387359 	17608613 	17399911 	11433474 	15383113 	16844694 	16547521 	16786791 
A,DOM,DEG2,I551-I553,NR,ITI	17089232 	16757784 	17040413 	17652567 	17602722 	20260590 	20394296 	20977278 	13923500 	18249987 	20793942 	21217695 	20825268 
A,DOM,DEG2,I551-I553,NR,ITI1	7237327 	6938464 	6949756 	7041687 	6908429 	8602380 	8837879 	9032009 	6562585 	8099769 	8540489 	8653674 	8104472 
A,DOM,DEG2,I551-I553,NR,ITI2	571488 	562135 	579944 	575635 	611588 	1708484 	1850054 	1876810 	1153068 	1634199 	1925979 	2025382 	2098164 
A,DOM,DEG2,I551-I553,NR,ITI3	6446086 	6422854 	6652916 	7130646 	7344517 	6385626 	5531273 	5847720 	4377107 	5715257 	6260462 	6220467 	6219134 
A,DOM,DEG2,I551-I553,NR,ITI4	2834331 	2834331 	2857797 	2904599 	2738188 	3564100 	4175090 	4220739 	1830740 	2800762 	4067012 	4318172 	4403498 
A,DOM,DEG2,I551-I553,NR,LI	4766 	2812 	2070 	2019 	3069 	3732 	2032 	3491 	3337 	6084 	3707 	4525 	5277 
A,DOM,DEG2,I551-I553,NR,LI0	4766 	2812 	2070 	2019 	3069 	3732 	2032 	3491 	3337 	6084 	3707 	4525 	5277 
A,DOM,DEG2,I551-I553,NR,LI00	4766 	2812 	2070 	2019 	3069 	3732 	2032 	3491 	3337 	6084 	3707 	4525 	5277 
A,DOM,DEG2,I551-I553,NR,LT	1248493 	1226940 	1275498 	1366953 	1443012 	1618685 	1728912 	1958026 	1636385 	1811546 	2174717 	2241188 	2105026 
A,DOM,DEG2,I551-I553,NR,LT0	1248493 	1226940 	1275498 	1366953 	1443012 	1618685 	1728912 	1958026 	1636385 	1811546 	2174717 	2241188 	2105026 
A,DOM,DEG2,I551-I553,NR,LT01	: 	: 	: 	0 	0 	9493 	9054 	15689 	11594 	15291 	12570 	21758 	24595 
A,DOM,DEG2,I551-I553,NR,LT02	: 	: 	: 	1366953 	1443012 	1609192 	1719858 	1942337 	1624791 	1796255 	2162147 	2219430 	2080431 
A,DOM,DEG2,I551-I553,NR,LU	28983 	52785 	54039 	90090 	104191 	94016 	85034 	83935 	69484 	102165 	111371 	96141 	100282 
A,DOM,DEG2,I551-I553,NR,LU0	28983 	52785 	54039 	90090 	104191 	94016 	85034 	83935 	69484 	102165 	111371 	96141 	100282 
A,DOM,DEG2,I551-I553,NR,LU00	28983 	52785 	54039 	90090 	104191 	94016 	85034 	83935 	69484 	102165 	111371 	96141 	100282 
A,DOM,DEG2,I551-I553,NR,LV	332084 	342830 	404873 	395279 	395937 	430188 	463709 	476065 	413161 	468723 	565291 	479727 	480896 
A,DOM,DEG2,I551-I553,NR,LV0	332084 	342830 	404873 	395279 	395937 	430188 	463709 	476065 	413161 	468723 	565291 	479727 	480896 
A,DOM,DEG2,I551-I553,NR,LV00	332084 	342830 	404873 	395279 	395937 	430188 	463709 	476065 	413161 	468723 	565291 	479727 	480896 
A,DOM,DEG2,I551-I553,NR,MK	: 	: 	: 	: 	: 	226885 	261501 	264894 	292277 	260881 	235036 	238582 	219535 
A,DOM,DEG2,I551-I553,NR,MK0	: 	: 	: 	: 	: 	226885 	261501 	264894 	292277 	260881 	235036 	238582 	219535 
A,DOM,DEG2,I551-I553,NR,MK00	: 	: 	: 	: 	: 	226885 	261501 	264894 	292277 	260881 	235036 	238582 	219535 
A,DOM,DEG2,I551-I553,NR,MT	161988 	149979 	165251 	162700 	156362 	234956 	249024 	291537 	370933 	405307 	345871 	322901 	361025 
A,DOM,DEG2,I551-I553,NR,MT0	161988 	149979 	165251 	162700 	156362 	234956 	249024 	291537 	370933 	405307 	345871 	322901 	361025 
A,DOM,DEG2,I551-I553,NR,MT00	161988 	149979 	165251 	162700 	156362 	234956 	249024 	291537 	370933 	405307 	345871 	322901 	361025 
A,DOM,DEG2,I551-I553,NR,NL	24039578 	28237018 b	27896891 	28084334 	27535237 	27024240 	27510617 	28105250 	25263711 	32383500 	33645451 	32237961 	32224330 
A,DOM,DEG2,I551-I553,NR,NL1	1413582 	1730766 	1748952 	1652611 	1733034 	1739796 	1908841 	1527998 	1519155 	1635923 	1893898 	1701733 	1862594 
A,DOM,DEG2,I551-I553,NR,NL11	152261 	272971 	258406 	273666 	260548 	274324 	379957 	312524 	353109 	347053 	471745 	345628 	435666 
A,DOM,DEG2,I551-I553,NR,NL12	355177 	451598 	443315 	459086 	449410 	442270 	464009 	231953 	209120 	270685 	271057 	236932 	252025 
